source_sample	source_run	bin_id	completeness_checkm2	contamination_checkm2	operational_category
MG240416	run_20260601_144953	FLYE-MetaBinnerRefined-group-group_240416.76.fa	53.57	9.12	MQ
MG240416	run_20260601_144953	FLYE-MetaBinnerRefined-group-group_240416.77.fa	65.48	11.14	LQ
MG240416	run_20260601_144953	FLYE-MetaBinnerRefined-group-group_240416.79.fa	38.26	4.02	LQ
MG240416	run_20260601_144953	FLYE-MetaBinnerRefined-group-group_240416.8.fa	66.14	0.76	MQ
MG240416	run_20260601_144953	FLYE-MetaBinnerRefined-group-group_240416.88_sub.fa	41.94	2.81	LQ
MG240416	run_20260601_144953	FLYE-MetaBinnerRefined-group-group_240416.94.fa	80.4	10.86	LQ
MG240416	run_20260601_144953	FLYE-MetaBinnerRefined-group-group_240416.96.fa	54.07	3.38	MQ
MG240416	run_20260601_144953	FLYE-MetaBinnerRefined-group-group_240416.97.fa	85.27	15.46	LQ
MG240416	run_20260601_144953	METAMDBG-CONCOCTRefined-group-group_240416.113.fa	91.31	4.85	HQ_candidate
MG240416	run_20260601_144953	METAMDBG-CONCOCTRefined-group-group_240416.12_sub.fa	94.56	13.7	LQ
MG240416	run_20260601_144953	METAMDBG-CONCOCTRefined-group-group_240416.137.fa	88.54	7.58	MQ
MG240416	run_20260601_144953	METAMDBG-CONCOCTRefined-group-group_240416.142.fa	95.14	8.79	MQ
MG240416	run_20260601_144953	METAMDBG-CONCOCTRefined-group-group_240416.151_sub.fa	82.24	6.65	MQ
MG240416	run_20260601_144953	METAMDBG-CONCOCTRefined-group-group_240416.153_sub.fa	89.52	34.43	LQ
MG240416	run_20260601_144953	METAMDBG-CONCOCTRefined-group-group_240416.16_sub.fa	72.99	24.24	LQ
MG240416	run_20260601_144953	METAMDBG-CONCOCTRefined-group-group_240416.184_sub.fa	71.91	10.87	LQ
MG240416	run_20260601_144953	METAMDBG-CONCOCTRefined-group-group_240416.186_sub.fa	89.95	21.04	LQ
MG240416	run_20260601_144953	METAMDBG-CONCOCTRefined-group-group_240416.187_sub.fa	56.11	15.82	LQ
MG240416	run_20260601_144953	METAMDBG-CONCOCTRefined-group-group_240416.18_sub.fa	45.41	7.79	LQ
MG240416	run_20260601_144953	METAMDBG-CONCOCTRefined-group-group_240416.206_sub.fa	79.64	18.54	LQ
MG240416	run_20260601_144953	METAMDBG-CONCOCTRefined-group-group_240416.212_sub.fa	85.55	6.7	MQ
MG240416	run_20260601_144953	METAMDBG-CONCOCTRefined-group-group_240416.255_sub.fa	61.33	9.19	MQ
MG240416	run_20260601_144953	METAMDBG-CONCOCTRefined-group-group_240416.266_sub.fa	25.4	0.19	LQ
MG240416	run_20260601_144953	METAMDBG-CONCOCTRefined-group-group_240416.30.fa	81.98	15.09	LQ
MG240416	run_20260601_144953	METAMDBG-CONCOCTRefined-group-group_240416.313.fa	82.91	11.42	LQ
MG240416	run_20260601_144953	METAMDBG-CONCOCTRefined-group-group_240416.52_sub.fa	78.07	21.15	LQ
MG240416	run_20260601_144953	METAMDBG-CONCOCTRefined-group-group_240416.76_sub.fa	61.01	11.57	LQ
MG240416	run_20260601_144953	METAMDBG-CONCOCTRefined-group-group_240416.78_sub.fa	83.15	19.68	LQ
MG240416	run_20260601_144953	METAMDBG-CONCOCTRefined-group-group_240416.94.fa	80.48	18.9	LQ
MG240416	run_20260601_144953	METAMDBG-CONCOCTRefined-group-group_240416.97.fa	96.55	3.21	HQ_candidate
MG240416	run_20260601_144953	METAMDBG-CONCOCTRefined-group-group_240416.99_sub.fa	33.93	3.54	LQ
MG240416	run_20260601_144953	METAMDBG-MaxBin2Refined-group-group_240416.001.fa	94.01	0.05	HQ_candidate
MG240416	run_20260601_144953	METAMDBG-MaxBin2Refined-group-group_240416.002.fa	97.79	1.39	HQ_candidate
MG240416	run_20260601_144953	METAMDBG-MaxBin2Refined-group-group_240416.006.fa	99.55	0.28	HQ_candidate
MG240416	run_20260601_144953	METAMDBG-MaxBin2Refined-group-group_240416.013.fa	88.59	1.72	MQ
MG240416	run_20260601_144953	METAMDBG-MaxBin2Refined-group-group_240416.014.fa	95.57	0.83	HQ_candidate
MG240416	run_20260601_144953	METAMDBG-MaxBin2Refined-group-group_240416.016_sub.fa	93.95	7.77	MQ
MG240416	run_20260601_144953	METAMDBG-MaxBin2Refined-group-group_240416.020.fa	94.02	17.5	LQ
MG240416	run_20260601_144953	METAMDBG-MaxBin2Refined-group-group_240416.021.fa	99.35	10.11	LQ
MG240416	run_20260601_144953	METAMDBG-MaxBin2Refined-group-group_240416.022.fa	95.37	0.25	HQ_candidate
MG240416	run_20260601_144953	METAMDBG-MaxBin2Refined-group-group_240416.030.fa	91.06	1.3	HQ_candidate
MG240416	run_20260601_144953	METAMDBG-MaxBin2Refined-group-group_240416.031_sub.fa	48.43	0.28	LQ
MG240416	run_20260601_144953	METAMDBG-MaxBin2Refined-group-group_240416.032_sub.fa	96.17	24.55	LQ
MG240416	run_20260601_144953	METAMDBG-MaxBin2Refined-group-group_240416.037.fa	91.15	9.36	MQ
MG240416	run_20260601_144953	METAMDBG-MaxBin2Refined-group-group_240416.042_sub.fa	89.3	16.83	LQ
MG240416	run_20260601_144953	METAMDBG-MaxBin2Refined-group-group_240416.043.fa	87.61	2.37	MQ
MG240416	run_20260601_144953	METAMDBG-MaxBin2Refined-group-group_240416.048.fa	75.87	4.46	MQ
MG240416	run_20260601_144953	METAMDBG-MaxBin2Refined-group-group_240416.053_sub.fa	22.29	2.33	LQ
MG240416	run_20260601_144953	METAMDBG-MaxBin2Refined-group-group_240416.063_sub.fa	53.09	13.24	LQ
MG240416	run_20260601_144953	METAMDBG-MaxBin2Refined-group-group_240416.068.fa	85.0	14.73	LQ
MG240416	run_20260601_144953	METAMDBG-MaxBin2Refined-group-group_240416.071_sub.fa	47.91	7.62	LQ
MG240416	run_20260601_144953	METAMDBG-MaxBin2Refined-group-group_240416.076_sub.fa	69.07	12.26	LQ
MG240416	run_20260601_144953	METAMDBG-MaxBin2Refined-group-group_240416.122_sub.fa	57.07	7.33	MQ
MG240416	run_20260601_144953	METAMDBG-MaxBin2Refined-group-group_240416.166_sub.fa	51.73	7.57	MQ
MG240416	run_20260601_144953	METAMDBG-MaxBin2Refined-group-group_240416.168_sub.fa	85.07	41.25	LQ
MG240416	run_20260601_144953	METAMDBG-MaxBin2Refined-group-group_240416.171_sub.fa	64.28	14.58	LQ
MG240416	run_20260601_144953	METAMDBG-MaxBin2Refined-group-group_240416.250_sub.fa	37.02	5.98	LQ
MG240416	run_20260601_144953	METAMDBG-MaxBin2Refined-group-group_240416.267_sub.fa	82.32	12.93	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.1037.fa	93.29	5.37	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.1042_sub.fa	32.58	2.25	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.1043.fa	59.05	1.3	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.1044.fa	67.18	14.87	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.1048.fa	7.98	0.0	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.1064.fa	80.04	1.01	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.1080_sub.fa	79.26	8.74	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.1095_sub.fa	81.09	1.34	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.109_sub.fa	29.8	2.84	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.1105.fa	72.46	4.73	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.112.fa	93.9	4.84	HQ_candidate
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.1129_sub.fa	43.89	8.86	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.1135.fa	42.66	0.04	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.1169.fa	99.97	0.88	HQ_candidate
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.1176_sub.fa	49.13	2.43	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.1184.fa	74.03	11.89	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.1192.fa	91.79	6.41	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.1194_sub.fa	84.0	5.33	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.122.fa	83.19	7.92	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.1220_sub.fa	74.88	24.71	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.1221_sub.fa	66.31	12.54	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.126.fa	66.79	5.59	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.127.fa	95.44	12.55	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.13_sub.fa	53.39	2.39	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.14_sub.fa	79.41	10.87	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.162.fa	93.05	0.74	HQ_candidate
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.187_sub.fa	47.08	2.44	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.197.fa	96.34	1.83	HQ_candidate
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.202.fa	74.17	7.64	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.206.fa	34.29	0.23	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.209_sub.fa	34.56	1.75	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.215.fa	78.91	10.08	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.233.fa	85.26	0.84	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.242.fa	83.86	3.46	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.251_sub.fa	53.99	14.18	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.252.fa	86.09	5.5	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.257.fa	100.0	0.1	HQ_candidate
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.258_sub.fa	65.09	3.31	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.264.fa	85.92	3.66	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.268_sub.fa	82.66	4.13	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.269.fa	68.81	6.4	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.277_sub.fa	70.51	11.3	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.281_sub.fa	63.96	5.11	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.291.fa	95.11	1.05	HQ_candidate
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.299.fa	64.77	0.84	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.313.fa	100.0	0.01	HQ_candidate
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.328.fa	83.31	1.62	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.33.fa	91.03	3.94	HQ_candidate
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.334.fa	25.93	0.56	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.34.fa	71.87	9.69	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.343.fa	21.95	0.12	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.373.fa	93.57	6.19	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.374.fa	52.67	0.83	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.389_sub.fa	54.08	7.36	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.394_sub.fa	44.56	0.09	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.402.fa	65.85	2.37	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.410_sub.fa	71.74	16.36	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.413_sub.fa	98.11	24.09	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.416_sub.fa	67.92	0.82	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.417.fa	74.14	1.5	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.418.fa	80.34	5.03	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.420.fa	80.53	9.18	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.431.fa	89.86	2.23	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.435_sub.fa	44.24	0.95	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.439.fa	67.68	3.29	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.450_sub.fa	38.03	0.66	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.458_sub.fa	28.6	0.56	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.483.fa	72.42	4.14	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.484_sub.fa	94.96	39.06	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.486.fa	97.25	3.59	HQ_candidate
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.496.fa	63.19	0.87	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.508_sub.fa	51.49	3.13	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.517_sub.fa	55.75	2.91	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.519.fa	81.03	1.31	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.523_sub.fa	57.14	10.28	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.532_sub.fa	78.39	9.36	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.54.fa	79.39	0.08	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.543_sub.fa	87.22	41.39	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.553_sub.fa	89.18	22.03	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.559_sub.fa	51.49	8.77	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.565_sub.fa	14.49	0.6	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.584.fa	55.33	0.0	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.585.fa	77.68	0.78	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.591.fa	85.93	2.84	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.602.fa	64.56	2.5	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.607.fa	74.71	1.11	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.615.fa	53.38	1.21	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.625.fa	75.84	9.98	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.628.fa	80.26	1.77	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.635_sub.fa	73.35	2.87	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.65.fa	4.64	0.05	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.652_sub.fa	86.3	49.93	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.667.fa	70.35	1.4	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.674.fa	90.43	1.33	HQ_candidate
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.694_sub.fa	92.33	42.1	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.69_sub.fa	56.92	4.3	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.708_sub.fa	93.19	3.69	HQ_candidate
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.715_sub.fa	68.84	4.45	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.726_sub.fa	24.64	2.5	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.728_sub.fa	87.17	51.81	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.732.fa	67.95	8.99	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.735.fa	61.06	0.37	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.742_sub.fa	42.68	1.83	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.766.fa	17.28	0.64	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.769_sub.fa	63.44	2.61	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.77.fa	90.09	35.53	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.774.fa	74.11	9.44	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.795.fa	98.25	0.11	HQ_candidate
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.797.fa	74.14	10.09	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.824.fa	77.18	0.53	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.829.fa	72.61	1.05	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.83.fa	78.81	2.9	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.835_sub.fa	99.86	66.22	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.848.fa	94.07	6.79	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.852.fa	83.18	5.42	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.855_sub.fa	32.42	2.64	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.864_sub.fa	100.0	40.36	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.870_sub.fa	92.95	50.87	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.87_sub.fa	87.93	6.92	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.880.fa	48.89	3.63	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.882_sub.fa	47.93	1.93	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.890.fa	75.51	0.82	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.896_sub.fa	90.23	0.21	HQ_candidate
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.900.fa	96.98	3.52	HQ_candidate
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.901_sub.fa	73.64	3.55	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.915.fa	53.31	2.13	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.923_sub.fa	29.7	1.88	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.93_sub.fa	15.27	0.61	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.958.fa	77.92	6.0	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBAT2Refined-group-group_240416.995.fa	5.53	0.0	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.1.fa	99.61	1.78	HQ_candidate
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.100.fa	55.16	3.06	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.102.fa	84.23	14.3	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.104.fa	47.25	4.01	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.107_sub.fa	58.59	6.72	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.116.fa	76.91	6.47	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.120.fa	49.52	2.21	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.121.fa	61.0	25.19	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.123_sub.fa	55.92	3.8	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.124_sub.fa	63.88	7.63	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.135.fa	62.05	7.96	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.136_sub.fa	82.94	13.3	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.137.fa	53.01	3.67	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.142.fa	40.92	3.87	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.146.fa	66.63	22.37	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.148.fa	58.71	6.74	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.149_sub.fa	65.83	5.18	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.15.fa	85.89	6.22	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.151.fa	54.72	4.44	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.152_sub.fa	55.45	8.22	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.153_sub.fa	47.26	8.81	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.154.fa	44.96	4.68	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.158.fa	69.37	11.67	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.162_sub.fa	56.21	7.78	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.164_sub.fa	34.53	4.67	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.167.fa	56.46	12.28	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.168_sub.fa	29.68	1.4	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.169_sub.fa	39.67	2.27	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.16_sub.fa	84.0	3.29	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.17.fa	92.56	9.15	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.170.fa	55.01	4.73	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.171.fa	49.69	3.44	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.172.fa	55.53	5.51	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.174_sub.fa	51.66	3.52	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.175.fa	59.31	6.75	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.176_sub.fa	69.02	9.97	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.177.fa	64.57	16.2	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.180_sub.fa	30.97	2.89	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.186_sub.fa	42.23	6.1	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.190.fa	58.9	11.18	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.191_sub.fa	41.75	3.55	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.193_sub.fa	11.23	0.02	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.197.fa	75.58	17.91	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.2.fa	97.01	2.76	HQ_candidate
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.200.fa	49.77	4.36	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.203_sub.fa	51.59	12.7	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.205_sub.fa	48.62	12.67	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.206_sub.fa	56.24	13.21	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.208_sub.fa	51.82	8.43	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.21.fa	85.17	2.43	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.210_sub.fa	57.88	5.9	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.213.fa	54.59	4.32	MQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.215.fa	48.76	10.81	LQ
MG240416	run_20260601_144953	METAMDBG-MetaBinnerRefined-group-group_240416.218.fa	61.96	7.47	MQ
